anchor_id,node_id,anchor_kind,kingdom,stage,area_scope,change_stage_id,entrance_side,obj_id,x,y,z,source,status,notes
MoonWorldHomeStage::entrance::dot01::home_out,MoonWorldHomeStage::entrance::dot01::home_out,entrance_side,Moon Kingdom,MoonWorldHomeStage,overworld,dot01,home_out,obj922,19000.000,6244.794,34250.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::entrance::ggg::home_in,MoonWorldHomeStage::entrance::ggg::home_in,entrance_side,Moon Kingdom,MoonWorldHomeStage,overworld,ggg,home_in,obj882,-6570.727,-2050.000,-15400.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::entrance::ggg::home_out,MoonWorldHomeStage::entrance::ggg::home_out,entrance_side,Moon Kingdom,MoonWorldHomeStage,overworld,ggg,home_out,obj882,-6570.727,-2050.000,-15400.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::entrance::moon::home_in,MoonWorldHomeStage::entrance::moon::home_in,entrance_side,Moon Kingdom,MoonWorldHomeStage,overworld,moon,home_in,obj917,-250.000,4393.905,33600.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::entrance::moon_exit::home_out,MoonWorldHomeStage::entrance::moon_exit::home_out,entrance_side,Moon Kingdom,MoonWorldHomeStage,overworld,moon_exit,home_out,obj924,-250.000,4368.079,34000.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::MoonWorldRacemanStart::raw,MoonWorldHomeStage::stage_change::MoonWorldRacemanStart::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,MoonWorldRacemanStart,raw,obj1066,-5479.073,4696.479,-28200.729,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::aaa::raw,MoonWorldHomeStage::stage_change::aaa::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,aaa,raw,obj56,-9568.715,5200.000,-31443.609,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::bbb::raw,MoonWorldHomeStage::stage_change::bbb::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,bbb,raw,obj207,-6936.063,2123.930,-14074.742,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::ccc::raw,MoonWorldHomeStage::stage_change::ccc::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,ccc,raw,obj208,-5350.000,-7650.000,-12200.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::ddd::raw,MoonWorldHomeStage::stage_change::ddd::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,ddd,raw,obj889,7382.650,3150.000,29952.707,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::dot00::raw,MoonWorldHomeStage::stage_change::dot00::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,dot00,raw,obj920,17850.000,6226.104,34000.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::dot01::raw,MoonWorldHomeStage::stage_change::dot01::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,dot01,raw,obj922,19000.000,6244.794,34250.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::fff::raw,MoonWorldHomeStage::stage_change::fff::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,fff,raw,obj664,-9600.000,10500.000,-31400.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::ggg::raw,MoonWorldHomeStage::stage_change::ggg::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,ggg,raw,obj882,-6570.727,-2050.000,-15400.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::moon::raw,MoonWorldHomeStage::stage_change::moon::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,moon,raw,obj917,-250.000,4393.905,33600.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::moon_exit::raw,MoonWorldHomeStage::stage_change::moon_exit::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,moon_exit,raw,obj924,-250.000,4368.079,34000.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::vvv::raw,MoonWorldHomeStage::stage_change::vvv::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,vvv,raw,obj703,-5900.000,-1546.326,-8250.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::start,MoonWorldHomeStage::start,stage_start,Moon Kingdom,MoonWorldHomeStage,overworld,,,,,,,generated,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::event::MoonRockActive_Moon,MoonWorldHomeStage::event::MoonRockActive_Moon,state_event,Moon Kingdom,MoonWorldHomeStage,overworld,,,obj144,6600.000,1358.887,4350.000,StageData:progression_events,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::event::WorldPeace_Moon,MoonWorldHomeStage::event::WorldPeace_Moon,state_event,Moon Kingdom,MoonWorldHomeStage,overworld,,,,,,,progression_events,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldShopRoom::stage_change::ddd::raw,MoonWorldShopRoom::stage_change::ddd::raw,change_stage_id,Moon Kingdom,MoonWorldShopRoom,subarea,ddd,raw,obj6,0.000,-100.000,50.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldShopRoom::start,MoonWorldShopRoom::start,stage_start,Moon Kingdom,MoonWorldShopRoom,subarea,,,,,,,generated,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldShopRoom::entrance::ddd::sub_far,MoonWorldShopRoom::entrance::ddd::sub_far,entrance_side,Moon Kingdom,MoonWorldShopRoom,subarea,ddd,sub_far,obj6,0.000,-100.000,50.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldShopRoom::entrance::ddd::sub_near,MoonWorldShopRoom::entrance::ddd::sub_near,entrance_side,Moon Kingdom,MoonWorldShopRoom,subarea,ddd,sub_near,obj6,0.000,-100.000,50.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldSphinxRoom::stage_change::ggg::raw,MoonWorldSphinxRoom::stage_change::ggg::raw,change_stage_id,Moon Kingdom,MoonWorldSphinxRoom,subarea,ggg,raw,obj93,0.000,-100.000,700.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldSphinxRoom::start,MoonWorldSphinxRoom::start,stage_start,Moon Kingdom,MoonWorldSphinxRoom,subarea,,,,,,,generated,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldSphinxRoom::entrance::ggg::sub_far,MoonWorldSphinxRoom::entrance::ggg::sub_far,entrance_side,Moon Kingdom,MoonWorldSphinxRoom,subarea,ggg,sub_far,obj93,0.000,-100.000,700.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldSphinxRoom::entrance::ggg::sub_near,MoonWorldSphinxRoom::entrance::ggg::sub_near,entrance_side,Moon Kingdom,MoonWorldSphinxRoom,subarea,ggg,sub_near,obj93,0.000,-100.000,700.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldWeddingRoomStage::stage_change::aaa::raw,MoonWorldWeddingRoomStage::stage_change::aaa::raw,change_stage_id,Moon Kingdom,MoonWorldWeddingRoomStage,subarea,aaa,raw,obj121,100.000,-100.000,4050.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldWeddingRoomStage::stage_change::fff::raw,MoonWorldWeddingRoomStage::stage_change::fff::raw,change_stage_id,Moon Kingdom,MoonWorldWeddingRoomStage,subarea,fff,raw,obj251,100.000,3250.000,950.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldWeddingRoomStage::start,MoonWorldWeddingRoomStage::start,stage_start,Moon Kingdom,MoonWorldWeddingRoomStage,subarea,,,,,,,generated,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldWeddingRoomZone::stage_change::fff::raw,MoonWorldWeddingRoomZone::stage_change::fff::raw,change_stage_id,Moon Kingdom,MoonWorldWeddingRoomStage,subarea,fff,raw,obj251,100.000,3250.000,950.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldWeddingRoomZone::stage_change::kkk::raw,MoonWorldWeddingRoomZone::stage_change::kkk::raw,change_stage_id,Moon Kingdom,MoonWorldWeddingRoomStage,subarea,kkk,raw,obj347,-1300.000,550.000,-1150.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldWeddingRoomZone::stage_change::ppp::raw,MoonWorldWeddingRoomZone::stage_change::ppp::raw,change_stage_id,Moon Kingdom,MoonWorldWeddingRoomStage,subarea,ppp,raw,obj353,1500.000,550.000,-1150.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::entrance::bbb::home_in,MoonWorldHomeStage::entrance::bbb::home_in,entrance_side,Moon Kingdom,MoonWorldHomeStage,overworld,bbb,home_in,obj207,-6936.063,2123.930,-14074.742,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::entrance::bbb::home_out,MoonWorldHomeStage::entrance::bbb::home_out,entrance_side,Moon Kingdom,MoonWorldHomeStage,overworld,bbb,home_out,obj207,-6936.063,2123.930,-14074.742,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldCaptureParadeStage::entrance::bbb::sub_near,MoonWorldCaptureParadeStage::entrance::bbb::sub_near,entrance_side,Moon Kingdom,MoonWorldCaptureParadeStage,subarea,bbb,sub_near,obj5,64450.000,30650.000,-50000.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldCaptureParadeStage::entrance::bbb::sub_far,MoonWorldCaptureParadeStage::entrance::bbb::sub_far,entrance_side,Moon Kingdom,MoonWorldCaptureParadeStage,subarea,bbb,sub_far,obj5,64450.000,30650.000,-50000.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::entrance::aaa::home_in,MoonWorldHomeStage::entrance::aaa::home_in,entrance_side,Moon Kingdom,MoonWorldHomeStage,overworld,aaa,home_in,obj56,-9568.715,5200.000,-31443.609,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::entrance::aaa::home_out,MoonWorldHomeStage::entrance::aaa::home_out,entrance_side,Moon Kingdom,MoonWorldHomeStage,overworld,aaa,home_out,obj56,-9568.715,5200.000,-31443.609,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldWeddingRoomStage::entrance::aaa::sub_near,MoonWorldWeddingRoomStage::entrance::aaa::sub_near,entrance_side,Moon Kingdom,MoonWorldWeddingRoomStage,subarea,aaa,sub_near,obj121,100.000,-100.000,4050.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldWeddingRoomStage::entrance::aaa::sub_far,MoonWorldWeddingRoomStage::entrance::aaa::sub_far,entrance_side,Moon Kingdom,MoonWorldWeddingRoomStage,subarea,aaa,sub_far,obj121,100.000,-100.000,4050.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::Come::raw,MoonWorldHomeStage::stage_change::Come::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,Come,raw,obj97130,0.000,0.000,0.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
MoonWorldHomeStage::stage_change::Go::raw,MoonWorldHomeStage::stage_change::Go::raw,change_stage_id,Moon Kingdom,MoonWorldHomeStage,overworld,Go,raw,obj97131,0.000,0.000,0.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
