node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,notes,status
SnowWorldHomeStage::entrance::EX_IceWater_Exit::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_IceWater_Exit,home_out,obj1094,Home return: EX_IceWater_Exit,3800.000,1350.000,4200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to IceWaterBlockExStage. StageData anchor UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::entrance::EX_RailCol2::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_RailCol2,home_in,obj1430,Home entrance: EX_RailCol2,1250.000,1525.000,-3050.000,3,Links to KillerRailCollisionExStage. StageData anchor UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::entrance::EX_RailCol2_Exit::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_RailCol2_Exit,home_out,obj1429,Home return: EX_RailCol2_Exit,800.000,1306.736,-2350.000,3,Links to KillerRailCollisionExStage. StageData anchor UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::entrance::EX_SkyBonus::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_SkyBonus,home_in,obj1104,Home entrance: EX_SkyBonus,3100.000,9600.000,5050.000,1;2;3,Links to SnowWorldCloudBonusExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::entrance::EX_SkyBonus::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_SkyBonus,home_out,obj1104,Home return: EX_SkyBonus,3100.000,9600.000,5050.000,1;2;3,Links to SnowWorldCloudBonusExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::entrance::FigureWalker::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,FigureWalker,home_in,obj673,Home entrance: FigureWalker,6752.870,1450.000,-2580.940,1;2;3,Links to IceWalkerExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::entrance::FigureWalker::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,FigureWalker,home_out,obj673,Home return: FigureWalker,6752.870,1450.000,-2580.940,1;2;3,Links to IceWalkerExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::ByugoPuzzle::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,ByugoPuzzle,raw,obj1095,Stage Change ByugoPuzzle,-3146.625,2000.000,9439.876,0;1;2;3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::Come::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,Come,raw,obj575,Stage Change Come,-8850.000,6360.005,11650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
SnowWorldHomeStage::stage_change::EX_IceWater::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_IceWater,raw,obj774,Stage Change EX_IceWater,3995.153,1600.000,4914.392,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DoorAreaChangeCap.,
SnowWorldHomeStage::stage_change::EX_IceWaterDash::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_IceWaterDash,raw,obj681,Stage Change EX_IceWaterDash,-5350.000,1400.000,2200.000,0;1;2;3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::EX_IceWaterDash_Exit::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_IceWaterDash_Exit,raw,obj1106,Stage Change EX_IceWaterDash_Exit,-5250.000,2100.000,2200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::stage_change::EX_IceWater_Exit::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_IceWater_Exit,raw,obj1094,Stage Change EX_IceWater_Exit,3800.000,1350.000,4200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::stage_change::EX_RailCol2::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_RailCol2,raw,obj1430,Stage Change EX_RailCol2,1250.000,1525.000,-3050.000,3,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::stage_change::EX_RailCol2_Exit::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_RailCol2_Exit,raw,obj1429,Stage Change EX_RailCol2_Exit,800.000,1306.736,-2350.000,3,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::stage_change::EX_SkyBonus::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_SkyBonus,raw,obj1104,Stage Change EX_SkyBonus,3100.000,9600.000,5050.000,1;2;3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::FigureWalker::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,FigureWalker,raw,obj673,Stage Change FigureWalker,6752.870,1450.000,-2580.940,1;2;3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::Go::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,Go,raw,obj577,Stage Change Go,12900.000,5450.000,-4300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
SnowWorldHomeStage::stage_change::MoonRace::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,MoonRace,raw,obj1411,Stage Change MoonRace,10308.579,2000.000,-6167.009,3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::RaceStart::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,RaceStart,raw,obj1354,Stage Change RaceStart,-7636.753,3070.000,-5303.301,2;3,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldHomeStage::stage_change::SnowUGEnt::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,SnowUGEnt,raw,obj1058,Stage Change SnowUGEnt,-950.000,-5300.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::SnowUGExit::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,SnowUGExit,raw,obj1060,Stage Change SnowUGExit,-2150.000,1900.000,-750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::start,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldHomeStage::event::MoonRockActive_Snow,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,state_event,StageData:progression_events,,,obj583,Moon Rock,9652.008,2059.999,-5480.077,3,Fill the route to the Moon Rock and any prerequisite story/global state. Location imported from StageData obj obj583.,
SnowWorldHomeStage::event::WorldPeace_Snow,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,state_event,progression_events,,,,Snow Kingdom World Peace,,,,,Fill the story moons/bosses that must be completed for world peace in this kingdom.,
SnowWorldLobby000Stage::stage_change::RaceEntrance::raw,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_change,StageData,RaceEntrance,raw,obj339,Stage Change RaceEntrance,22800.000,8650.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldLobby000Stage::stage_change::RaceTrackExit::raw,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_change,StageData,RaceTrackExit,raw,obj332,Stage Change RaceTrackExit,14550.000,400.000,250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldLobby000Stage::stage_change::SnowManRace::raw,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_change,StageData,SnowManRace,raw,obj941,Stage Change SnowManRace,11350.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldLobby000Stage::stage_change::SnowManRaceStart::raw,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_change,StageData,SnowManRaceStart,raw,obj337,Stage Change SnowManRaceStart,10800.000,100.000,2000.000,0,Raw UnitConfigName=SnowManRaceNpc.,
SnowWorldLobby000Stage::start,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldLobby001Stage::stage_change::SnowManRaceWin::raw,Snow Kingdom,SnowWorldLobby001Stage,SnowWorldLobby001Stage,subarea,stage_change,StageData,SnowManRaceWin,raw,obj337,Stage Change SnowManRaceWin,11150.000,100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=SnowManRaceNpc.,
SnowWorldLobby001Stage::start,Snow Kingdom,SnowWorldLobby001Stage,SnowWorldLobby001Stage,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldLobbyExStage::stage_change::MoonRace::raw,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_change,StageData,MoonRace,raw,obj944,Stage Change MoonRace,15000.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SnowWorldLobbyExStage::stage_change::RaceEntrance::raw,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_change,StageData,RaceEntrance,raw,obj339,Stage Change RaceEntrance,22800.000,8650.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldLobbyExStage::stage_change::SnowManRace::raw,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_change,StageData,SnowManRace,raw,obj941,Stage Change SnowManRace,11250.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldLobbyExStage::stage_change::SnowManRaceStart::raw,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_change,StageData,SnowManRaceStart,raw,obj337,Stage Change SnowManRaceStart,10800.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=SnowManRaceNpc.,
SnowWorldLobbyExStage::start,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldShopStage::stage_change::ShopDoor::raw,Snow Kingdom,SnowWorldShopStage,Crazy Cap Store,subarea,stage_change,StageData,ShopDoor,raw,obj27,Stage Change ShopDoor,0.000,-100.000,-75.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SnowWorldShopStage::start,Snow Kingdom,SnowWorldShopStage,Crazy Cap Store,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldHomeStage::entrance::MoonRace::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,MoonRace,home_in,obj1411,Home entrance: MoonRace,10308.579,2000.000,-6167.009,3,Links to SnowWorldLobbyExStage.,
SnowWorldHomeStage::entrance::MoonRace::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,MoonRace,home_out,obj1411,Home return: MoonRace,10308.579,2000.000,-6167.009,3,Links to SnowWorldLobbyExStage.,
SnowWorldLobbyExStage::entrance::MoonRace::sub_near,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,substage_entrance,EntranceDB,MoonRace,sub_near,obj944,Substage near side: MoonRace,15000.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from SnowWorldHomeStage.,
SnowWorldLobbyExStage::entrance::MoonRace::sub_far,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,substage_entrance,EntranceDB,MoonRace,sub_far,obj944,Substage far side: MoonRace,15000.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from SnowWorldHomeStage.,
SnowWorldCostumeStage::entrance::SnowCostumeEx::sub_near,Snow Kingdom,SnowWorldCostumeStage,Cold Room,subarea,substage_entrance,EntranceDB,SnowCostumeEx,sub_near,obj71,Substage near side: SnowCostumeEx,-1838.478,50.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldCostumeStage (fixed).,
SnowWorldCostumeStage::entrance::SnowCostumeEx::sub_far,Snow Kingdom,SnowWorldCostumeStage,Cold Room,subarea,substage_entrance,EntranceDB,SnowCostumeEx,sub_far,obj71,Substage far side: SnowCostumeEx,-1838.478,50.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldCostumeStage (fixed).,
SnowWorldHomeStage::entrance::SnowUGExit::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,SnowUGExit,home_in,obj1060;obj665,Home entrance: SnowUGExit,-2150.000,1900.000,-750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldHomeStage<->SnowWorldTownStage (fixed).,
SnowWorldHomeStage::entrance::SnowUGExit::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,SnowUGExit,home_out,obj1060;obj665,Home return: SnowUGExit,-2150.000,1900.000,-750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldHomeStage<->SnowWorldTownStage (fixed).,
SnowWorldLobby000Stage::entrance::RaceEntrance::sub_near,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,substage_entrance,EntranceDB,RaceEntrance,sub_near,obj339,Substage near side: RaceEntrance,22800.000,8650.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldLobby000Stage (fixed).,
