anchor_id,node_id,anchor_kind,kingdom,stage,area_scope,change_stage_id,entrance_side,obj_id,x,y,z,source,status,notes
WaterfallWorldHomeStage::entrance::Lift2D::home_in,WaterfallWorldHomeStage::entrance::Lift2D::home_in,entrance_side,Cascade Kingdom,WaterfallWorldHomeStage,overworld,Lift2D,home_in,obj2432,1244.050,2550.000,-3648.213,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::entrance::Lift2DExit::home_out,WaterfallWorldHomeStage::entrance::Lift2DExit::home_out,entrance_side,Cascade Kingdom,WaterfallWorldHomeStage,overworld,Lift2DExit,home_out,obj3221,636.396,2600.000,-3040.559,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::entrance::RexPoppunEx::home_in,WaterfallWorldHomeStage::entrance::RexPoppunEx::home_in,entrance_side,Cascade Kingdom,WaterfallWorldHomeStage,overworld,RexPoppunEx,home_in,obj2448,4250.000,2165.404,8250.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::entrance::RexPoppunEx::home_out,WaterfallWorldHomeStage::entrance::RexPoppunEx::home_out,entrance_side,Cascade Kingdom,WaterfallWorldHomeStage,overworld,RexPoppunEx,home_out,obj2448,4250.000,2165.404,8250.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::entrance::WanwanExGoal::home_out,WaterfallWorldHomeStage::entrance::WanwanExGoal::home_out,entrance_side,Cascade Kingdom,WaterfallWorldHomeStage,overworld,WanwanExGoal,home_out,obj2132,-10924.799,3203.997,-1449.569,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::entrance::WanwanExStart::home_in,WaterfallWorldHomeStage::entrance::WanwanExStart::home_in,entrance_side,Cascade Kingdom,WaterfallWorldHomeStage,overworld,WanwanExStart,home_in,obj2131,-10253.048,3590.000,-777.817,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::entrance::WindBlowExGoal::home_out,WaterfallWorldHomeStage::entrance::WindBlowExGoal::home_out,entrance_side,Cascade Kingdom,WaterfallWorldHomeStage,overworld,WindBlowExGoal,home_out,obj2705,-176.777,1650.000,4419.417,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::entrance::WindBlowExStart::home_in,WaterfallWorldHomeStage::entrance::WindBlowExStart::home_in,entrance_side,Cascade Kingdom,WaterfallWorldHomeStage,overworld,WindBlowExStart,home_in,obj2703,-601.041,1650.000,4419.417,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::CapAppearExEnt::raw,WaterfallWorldHomeStage::stage_change::CapAppearExEnt::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,CapAppearExEnt,raw,obj3256,-5550.788,3227.539,-1661.701,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::CapAppearExExit::raw,WaterfallWorldHomeStage::stage_change::CapAppearExExit::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,CapAppearExExit,raw,obj2451,-5232.590,3221.948,-1343.503,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::Come::raw,WaterfallWorldHomeStage::stage_change::Come::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,Come,raw,obj1034,5515.433,8850.000,9899.495,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::Go::raw,WaterfallWorldHomeStage::stage_change::Go::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,Go,raw,obj1035,200.000,1017.547,-1750.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::Lift2D::raw,WaterfallWorldHomeStage::stage_change::Lift2D::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,Lift2D,raw,obj2432,1244.050,2550.000,-3648.213,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::Lift2DExit::raw,WaterfallWorldHomeStage::stage_change::Lift2DExit::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,Lift2DExit,raw,obj3221,636.396,2600.000,-3040.559,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::RexPoppunEx::raw,WaterfallWorldHomeStage::stage_change::RexPoppunEx::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,RexPoppunEx,raw,obj2448,4250.000,2165.404,8250.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::WanwanExGoal::raw,WaterfallWorldHomeStage::stage_change::WanwanExGoal::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,WanwanExGoal,raw,obj2132,-10924.799,3203.997,-1449.569,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::WanwanExStart::raw,WaterfallWorldHomeStage::stage_change::WanwanExStart::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,WanwanExStart,raw,obj2131,-10253.048,3590.000,-777.817,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::WaterfallWorldRacemanStart::raw,WaterfallWorldHomeStage::stage_change::WaterfallWorldRacemanStart::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,WaterfallWorldRacemanStart,raw,obj2742,12504.840,556.237,3167.345,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::WindBlowExGoal::raw,WaterfallWorldHomeStage::stage_change::WindBlowExGoal::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,WindBlowExGoal,raw,obj2705,-176.777,1650.000,4419.417,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::WindBlowExStart::raw,WaterfallWorldHomeStage::stage_change::WindBlowExStart::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,WindBlowExStart,raw,obj2703,-601.041,1650.000,4419.417,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::stage_change::start::raw,WaterfallWorldHomeStage::stage_change::start::raw,change_stage_id,Cascade Kingdom,WaterfallWorldHomeStage,overworld,start,raw,obj1135,13900.000,588.494,5700.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::start,WaterfallWorldHomeStage::start,stage_start,Cascade Kingdom,WaterfallWorldHomeStage,overworld,,,,,,,generated,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::event::MoonRockActive_Cascade,WaterfallWorldHomeStage::event::MoonRockActive_Cascade,state_event,Cascade Kingdom,WaterfallWorldHomeStage,overworld,,,obj1030,-10400.000,6100.000,4850.000,StageData:progression_events,,Runtime/stable anchor for graph initialization or event checks.
WaterfallWorldHomeStage::event::WorldPeace_Cascade,WaterfallWorldHomeStage::event::WorldPeace_Cascade,state_event,Cascade Kingdom,WaterfallWorldHomeStage,overworld,,,,,,,progression_events,,Runtime/stable anchor for graph initialization or event checks.
WindBlowExStage::stage_change::WindBlowExGoal::raw,WindBlowExStage::stage_change::WindBlowExGoal::raw,change_stage_id,Cascade Kingdom,WindBlowExStage,subarea,WindBlowExGoal,raw,obj282,20400.031,-200.000,-2085.966,StageData,,Runtime/stable anchor for graph initialization or event checks.
WindBlowExStage::stage_change::WindBlowExStart::raw,WindBlowExStage::stage_change::WindBlowExStart::raw,change_stage_id,Cascade Kingdom,WindBlowExStage,subarea,WindBlowExStart,raw,obj281,1650.000,0.000,-200.000,StageData,,Runtime/stable anchor for graph initialization or event checks.
WindBlowExStage::start,WindBlowExStage::start,stage_start,Cascade Kingdom,WindBlowExStage,subarea,,,,,,,generated,,Runtime/stable anchor for graph initialization or event checks.
WindBlowExStage::entrance::WindBlowExGoal::sub_far,WindBlowExStage::entrance::WindBlowExGoal::sub_far,entrance_side,Cascade Kingdom,WindBlowExStage,subarea,WindBlowExGoal,sub_far,obj282,20400.031,-200.000,-2085.966,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
WindBlowExStage::entrance::WindBlowExStart::sub_near,WindBlowExStage::entrance::WindBlowExStart::sub_near,entrance_side,Cascade Kingdom,WindBlowExStage,subarea,WindBlowExStart,sub_near,obj281,1650.000,0.000,-200.000,EntranceDB,,Runtime/stable anchor for graph initialization or event checks.
