node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,notes,status
BossRaidWorldHomeStage::event::WorldPeace_Ruined,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,state_event,progression_events,,,,Ruined Kingdom World Peace,,,,,Fill the story moons/bosses that must be completed for world peace in this kingdom.,
BullRunExStage::stage_change::BossRaidWorldMoonEx02_Enter::raw,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,stage_change,StageData,BossRaidWorldMoonEx02_Enter,raw,obj511,Stage Change BossRaidWorldMoonEx02_Enter,-400.000,550.000,5200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
BullRunExStage::stage_change::BossRaidWorldMoonEx02_Exit::raw,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,stage_change,StageData,BossRaidWorldMoonEx02_Exit,raw,obj512,Stage Change BossRaidWorldMoonEx02_Exit,0.000,300.000,-6100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
BullRunExStage::start,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
BullRunExStage::entrance::BossRaidWorldMoonEx02_Enter::sub_near,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,substage_entrance,EntranceDB,BossRaidWorldMoonEx02_Enter,sub_near,obj511,Substage near side: BossRaidWorldMoonEx02_Enter,-400.000,550.000,5200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from BossRaidWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
BullRunExStage::entrance::BossRaidWorldMoonEx02_Exit::sub_far,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,substage_entrance,EntranceDB,BossRaidWorldMoonEx02_Exit,sub_far,obj512,Substage far side: BossRaidWorldMoonEx02_Exit,0.000,300.000,-6100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from BossRaidWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
DotTowerExStage::stage_change::BossRaidWorldEx01_Eixt::raw,Ruined Kingdom,DotTowerExStage,Roulette Tower,subarea,stage_change,StageData,BossRaidWorldEx01_Eixt,raw,obj340,Stage Change BossRaidWorldEx01_Eixt,800.000,9600.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=BazookaElectric.,
DotTowerExStage::start,Ruined Kingdom,DotTowerExStage,Roulette Tower,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
DotTowerExStage::entrance::BossRaidWorldEx01_Eixt::sub_far,Ruined Kingdom,DotTowerExStage,Roulette Tower,subarea,substage_entrance,EntranceDB,BossRaidWorldEx01_Eixt,sub_far,obj340;obj341,Substage far side: BossRaidWorldEx01_Eixt,,,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from BossRaidWorldHomeStage. StageData anchor UnitConfigName=BazookaElectric.,
DotTowerExStage::entrance::BossRaidWorldEx01_Eixt::sub_near,Ruined Kingdom,DotTowerExStage,Roulette Tower,subarea,substage_entrance,EntranceDB,BossRaidWorldEx01_Eixt,sub_near,obj340;obj341,Substage near side: BossRaidWorldEx01_Eixt,,,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from BossRaidWorldHomeStage. StageData anchor UnitConfigName=BazookaElectric.,
BossRaidWorldHomeStage::place::new_place,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,custom_place,editor,,,,Arena,,,,,Human-authored logic place.,
BossRaidWorldHomeStage::stage_change::Come::raw,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,stage_change,StageData,Come,raw,obj97110,Stage Change Come,0.000,0.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
BossRaidWorldHomeStage::stage_change::Go::raw,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,stage_change,StageData,Go,raw,obj97111,Stage Change Go,0.000,0.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
