node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,notes,status
SandWorldCostumeStage::start,Sand Kingdom,SandWorldCostumeStage,Costume Room,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SandWorldCostumeStage::entrance::abc::sub_far,Sand Kingdom,SandWorldCostumeStage,Costume Room,subarea,substage_entrance,EntranceDB,abc,sub_far,obj11,Substage far side: abc,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from SandWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldCostumeStage::entrance::abc::sub_near,Sand Kingdom,SandWorldCostumeStage,Costume Room,subarea,substage_entrance,EntranceDB,abc,sub_near,obj11,Substage near side: abc,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from SandWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::checkpoint::obj1511,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj1511,Moe-Eye Habitat Checkpoint (obj1511),-8800.000,-1350.000,3300.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=CheckpointFlag.,
SandWorldHomeStage::checkpoint::obj1595,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj1595,Tostarena Northwest Reaches Checkpoint (obj1595),-30250.000,-1636.411,12100.002,0;1;2;3;4;7;8;9,Raw UnitConfigName=CheckpointFlag.,
SandWorldHomeStage::checkpoint::obj1597,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj1597,Desert Oasis Checkpoint (obj1597),27741.602,-450.000,-31950.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=CheckpointFlag.,
SandWorldHomeStage::checkpoint::obj525,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj525,Tostarena Ruins Round Tower Checkpoint (obj525),-8500.000,4500.000,-15927.484,0;1;2;3;4;7;8;9,Raw UnitConfigName=CheckpointFlag.,
SandWorldHomeStage::checkpoint::obj530,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj530,Jaxi Ruins Checkpoint (obj530),-2950.000,200.000,-32800.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=CheckpointFlag.,
SandWorldHomeStage::checkpoint::obj5575,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj5575,Southwestern Floating Island Checkpoint (obj5575),20700.000,5600.000,7150.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=CheckpointFlag.,
SandWorldHomeStage::checkpoint::obj655,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj655,Tostarena Town Checkpoint (obj655),24200.000,-2331.549,-12850.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=CheckpointFlag.,
SandWorldHomeStage::checkpoint::obj98,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj98,Tostarena Ruins Sand Pillar Checkpoint (obj98),-3500.000,100.000,-20200.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=CheckpointFlag.,
SandWorldHomeStage::checkpoint::obj99,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj99,Tostarena Ruins Entrance Checkpoint (obj99),4650.000,-1200.000,-13150.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=CheckpointFlag.,
SandWorldHomeStage::entrance::EX_2DHosui::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,EX_2DHosui,home_in,obj4240,Home entrance: EX_2DHosui,-21899.996,72.858,-35750.000,4,Links to WaterTubeExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::EX_2DHosui_Exit::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,EX_2DHosui_Exit,home_out,obj4241,Home return: EX_2DHosui_Exit,-21900.000,82.871,-35200.000,4,Links to WaterTubeExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::aaa::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,aaa,home_in,obj2542,Home entrance: aaa,-2950.000,-2450.000,-29300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldSphinxExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::entrance::aaa::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,aaa,home_out,obj2542,Home return: aaa,-2950.000,-2450.000,-29300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldSphinxExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::entrance::abc::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,abc,home_in,obj3981,Home entrance: abc,17020.000,-1750.000,-9978.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldCostumeStage. StageData anchor UnitConfigName=DoorWarpStageChange.,
SandWorldHomeStage::entrance::abc::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,abc,home_out,obj3981,Home return: abc,17020.000,-1750.000,-9978.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldCostumeStage. StageData anchor UnitConfigName=DoorWarpStageChange.,
SandWorldHomeStage::entrance::anki2::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,anki2,home_in,obj1582,Home entrance: anki2,-16100.000,-1658.563,250.000,0;1;2;3;4;7;8;9,Links to SandWorldMeganeExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::anki2::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,anki2,home_out,obj1582,Home return: anki2,-16100.000,-1658.563,250.000,0;1;2;3;4;7;8;9,Links to SandWorldMeganeExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::arijigoku2::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,arijigoku2,home_out,obj2160,Home return: arijigoku2,-2600.000,200.000,-33050.000,0;1;2;3;4;7;8;9,Links to SandWorldPressExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::bar1::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,bar1,home_in,obj2555,Home entrance: bar1,23055.000,-2420.000,-11315.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldShopStage. StageData anchor UnitConfigName=DoorWarpStageChange.,
SandWorldHomeStage::entrance::bar1::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,bar1,home_out,obj2555,Home return: bar1,23055.000,-2420.000,-11315.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldShopStage. StageData anchor UnitConfigName=DoorWarpStageChange.,
SandWorldHomeStage::entrance::bar2::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,bar2,home_in,obj3657,Home entrance: bar2,21567.699,-2600.000,-10216.547,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldShopStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::entrance::bar2::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,bar2,home_out,obj3657,Home return: bar2,21567.699,-2600.000,-10216.547,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldShopStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::entrance::biru::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,biru,home_in,obj446,Home entrance: biru,18954.480,-350.000,-14175.773,0;1;2;3;4;7;8;9,Links to SandWorldRotateExStage. StageData anchor UnitConfigName=BazookaElectric.,
SandWorldHomeStage::entrance::birureturn::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,birureturn,home_out,obj39,Home return: birureturn,-5600.000,1000.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldRotateExStage.,
SandWorldHomeStage::entrance::doukutu1::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,doukutu1,home_in,obj510,Home entrance: doukutu1,-32375.000,-1550.000,11700.000,0;1;2;3;4;7;8;9,Links to SandWorldKillerExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::entrance::doukutu2::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,doukutu2,home_out,obj3279,Home return: doukutu2,-32050.000,100.000,11550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldKillerExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::hide::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,hide,home_in,obj3936,Home entrance: hide,-9700.000,-1850.000,-14400.000,0;1;2;3;4;7;8;9,Links to SandWorldSecretStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::entrance::hide::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,hide,home_out,obj3936,Home return: hide,-9700.000,-1850.000,-14400.000,0;1;2;3;4;7;8;9,Links to SandWorldSecretStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::entrance::meganelift01::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,meganelift01,home_in,obj3992,Home entrance: meganelift01,27250.000,-1678.228,-11050.000,4,Links to MeganeLiftExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::meganelift02::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,meganelift02,home_out,obj3993,Home return: meganelift02,28100.000,-2000.000,-11600.000,4,Links to MeganeLiftExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::rocket::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,rocket,home_in,obj4239,Home entrance: rocket,3200.000,-1020.428,-11900.000,4,Links to RocketFlowerExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::rocket::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,rocket,home_out,obj4239,Home return: rocket,3200.000,-1020.428,-11900.000,4,Links to RocketFlowerExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::run00::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,run00,home_in,obj2550,Home entrance: run00,-1065.000,-1700.000,-37365.000,0;1;2;3;4;7;8;9,Links to SandWorldSphinxExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::run00::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,run00,home_out,obj2550,Home return: run00,-1065.000,-1700.000,-37365.000,0;1;2;3;4;7;8;9,Links to SandWorldSphinxExStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::shindo::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,shindo,home_in,obj6205,Home entrance: shindo,19150.000,-1240.000,-10600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldVibrationStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::shindo::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,shindo,home_out,obj6205,Home return: shindo,19150.000,-1240.000,-10600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldVibrationStage. StageData anchor UnitConfigName=DokanStageChange.,
SandWorldHomeStage::entrance::town::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,town,home_in,obj2738,Home entrance: town,21005.000,-1925.000,-14095.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldSlotStage. StageData anchor UnitConfigName=DoorWarpStageChange.,
SandWorldHomeStage::entrance::town::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,town,home_out,obj2738,Home return: town,21005.000,-1925.000,-14095.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to SandWorldSlotStage. StageData anchor UnitConfigName=DoorWarpStageChange.,
SandWorldHomeStage::entrance::wall::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,wall,home_in,obj3378,Home entrance: wall,-16600.000,-2900.000,250.000,0;1;2;3;4;7;8;9,Links to SandWorldMeganeExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::entrance::wall::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,wall,home_out,obj3378,Home return: wall,-16600.000,-2900.000,250.000,0;1;2;3;4;7;8;9,Links to SandWorldMeganeExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::Come::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,Come,raw,obj3386,Stage Change Come,21550.000,5600.000,7500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
SandWorldHomeStage::stage_change::EX_2DHosui::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,EX_2DHosui,raw,obj4240,Stage Change EX_2DHosui,-21899.996,72.858,-35750.000,4,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::EX_2DHosui_Exit::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,EX_2DHosui_Exit,raw,obj4241,Stage Change EX_2DHosui_Exit,-21900.000,82.871,-35200.000,4,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::Go::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,Go,raw,obj3464,Stage Change Go,-11459.723,-1300.000,-27883.129,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
SandWorldHomeStage::stage_change::Out::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,Out,raw,obj3176,Stage Change Out,-26200.000,-2291.096,-11850.000,2;3;4,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::SandWorldRacemanStart::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,SandWorldRacemanStart,raw,obj6211,Stage Change SandWorldRacemanStart,-30950.000,-1486.973,10700.000,3;4,Raw UnitConfigName=PlayerStartObjNoLink.,
SandWorldHomeStage::stage_change::Under01::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,Under01,raw,obj2949,Stage Change Under01,-18350.000,-542.289,-23400.000,1;2;3;4;9,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::aaa::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,aaa,raw,obj2542,Stage Change aaa,-2950.000,-2450.000,-29300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::abc::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,abc,raw,obj3981,Stage Change abc,17020.000,-1750.000,-9978.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DoorWarpStageChange.,
SandWorldHomeStage::stage_change::anki2::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,anki2,raw,obj1582,Stage Change anki2,-16100.000,-1658.563,250.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::arijigoku1::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,arijigoku1,raw,obj3153,Stage Change arijigoku1,-5850.000,-900.000,-19350.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::arijigoku2::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,arijigoku2,raw,obj2160,Stage Change arijigoku2,-2600.000,200.000,-33050.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::arijigoku::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,arijigoku,raw,obj179,Stage Change arijigoku,-8850.000,-4900.000,-21250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::bar1::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,bar1,raw,obj2555,Stage Change bar1,23055.000,-2420.000,-11315.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DoorWarpStageChange.,
SandWorldHomeStage::stage_change::bar2::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,bar2,raw,obj3657,Stage Change bar2,21567.699,-2600.000,-10216.547,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::biru::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,biru,raw,obj446,Stage Change biru,18954.480,-350.000,-14175.773,0;1;2;3;4;7;8;9,Raw UnitConfigName=BazookaElectric.,
SandWorldHomeStage::stage_change::doukutu1::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,doukutu1,raw,obj510,Stage Change doukutu1,-32375.000,-1550.000,11700.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::doukutu2::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,doukutu2,raw,obj3279,Stage Change doukutu2,-32050.000,100.000,11550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::hide::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,hide,raw,obj3936,Stage Change hide,-9700.000,-1850.000,-14400.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::icestart::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,icestart,raw,obj2904,Stage Change icestart,-23450.000,-11250.000,-25200.000,1;2;3;4;5;6;9,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::meganelift01::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,meganelift01,raw,obj3992,Stage Change meganelift01,27250.000,-1678.228,-11050.000,4,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::meganelift02::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,meganelift02,raw,obj3993,Stage Change meganelift02,28100.000,-2000.000,-11600.000,4,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::pyramid01::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,pyramid01,raw,obj2733,Stage Change pyramid01,-23500.000,-900.000,-26200.000,0;7;8,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::pyramid04::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,pyramid04,raw,obj3408,Stage Change pyramid04,-23450.000,3900.000,-23200.000,0;7;8,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::rocket::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,rocket,raw,obj4239,Stage Change rocket,3200.000,-1020.428,-11900.000,4,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::run00::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,run00,raw,obj2550,Stage Change run00,-1065.000,-1700.000,-37365.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::shindo::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,shindo,raw,obj6205,Stage Change shindo,19150.000,-1240.000,-10600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SandWorldHomeStage::stage_change::start2::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,start2,raw,obj2,Stage Change start2,32900.000,-1150.000,-12700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerActorHakoniwa.,
SandWorldHomeStage::stage_change::start::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,start,raw,obj3172,Stage Change start,-26100.000,-9250.000,-12800.000,2;3;4;5;6,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::stage_change::town::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,town,raw,obj2738,Stage Change town,21005.000,-1925.000,-14095.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DoorWarpStageChange.,
SandWorldHomeStage::stage_change::wall::raw,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_change,StageData,wall,raw,obj3378,Stage Change wall,-16600.000,-2900.000,250.000,0;1;2;3;4;7;8;9,Raw UnitConfigName=ChangeStageArea.,
SandWorldHomeStage::start,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SandWorldHomeStage::event::MoonRockActive_Sand,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,state_event,StageData:progression_events,,,obj3428,Moon Rock,14000.000,-1057.148,-4099.999,4,Fill the route to the Moon Rock and any prerequisite story/global state. Location imported from StageData obj obj3428.,
SandWorldHomeStage::event::WorldPeace_Sand,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,state_event,progression_events,,,,Sand Kingdom World Peace,,,,,Fill the story moons/bosses that must be completed for world peace in this kingdom.,
SandWorldKillerExStage::stage_change::doukutu1::raw,Sand Kingdom,SandWorldKillerExStage,Bullet Bill Maze,subarea,stage_change,StageData,doukutu1,raw,obj10,Stage Change doukutu1,3250.000,550.000,900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SandWorldKillerExStage::stage_change::doukutu2::raw,Sand Kingdom,SandWorldKillerExStage,Bullet Bill Maze,subarea,stage_change,StageData,doukutu2,raw,obj82,Stage Change doukutu2,1950.000,700.000,-18900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SandWorldKillerExStage::start,Sand Kingdom,SandWorldKillerExStage,Bullet Bill Maze,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
